,Unnamed: 0,count(time),time
359,359,123,12:53:00 AM
360,360,63,12:53:00 PM
361,361,114,12:54:00 AM
362,362,99,12:54:00 PM
363,363,124,12:55:00 AM
364,364,86,12:55:00 PM
365,365,118,12:56:00 AM
366,366,100,12:56:00 PM
367,367,107,12:57:00 AM
368,368,91,12:57:00 PM
369,369,97,12:58:00 AM
370,370,107,12:58:00 PM
371,371,108,12:59:00 AM
372,372,78,12:59:00 PM
373,373,105,1:00:00 AM
374,374,163,1:00:00 PM
375,375,99,1:01:00 AM
376,376,102,1:01:00 PM
377,377,102,1:02:00 AM
378,378,78,1:02:00 PM
379,379,116,1:03:00 AM
380,380,101,1:03:00 PM
381,381,114,1:04:00 AM
382,382,105,1:04:00 PM
383,383,121,1:05:00 AM
384,384,102,1:05:00 PM
385,385,114,1:06:00 AM
386,386,98,1:06:00 PM
387,387,119,1:07:00 AM
388,388,80,1:07:00 PM
389,389,110,1:08:00 AM
390,390,87,1:08:00 PM
391,391,112,1:09:00 AM
392,392,83,1:09:00 PM
393,393,108,1:10:00 AM
394,394,109,1:10:00 PM
395,395,1,1:10:32 AM
396,396,119,1:11:00 AM
397,397,89,1:11:00 PM
398,398,103,1:12:00 AM
399,399,97,1:12:00 PM
400,400,113,1:13:00 AM
401,401,108,1:13:00 PM
402,402,115,1:14:00 AM
403,403,107,1:14:00 PM
404,404,91,1:15:00 AM
405,405,157,1:15:00 PM
406,406,86,1:16:00 AM
407,407,104,1:16:00 PM
408,408,101,1:17:00 AM
409,409,99,1:17:00 PM
410,410,109,1:18:00 AM
411,411,93,1:18:00 PM
412,412,92,1:19:00 AM
413,413,98,1:19:00 PM
414,414,1,1:19:44 AM
415,415,102,1:20:00 AM
416,416,83,1:20:00 PM
417,417,1,1:20:52 AM
418,418,97,1:21:00 AM
419,419,100,1:21:00 PM
420,420,105,1:22:00 AM
421,421,104,1:22:00 PM
422,422,100,1:23:00 AM
423,423,97,1:23:00 PM
424,424,83,1:24:00 AM
425,425,90,1:24:00 PM
426,426,117,1:25:00 AM
427,427,110,1:25:00 PM
428,428,88,1:26:00 AM
429,429,87,1:26:00 PM
430,430,94,1:27:00 AM
431,431,98,1:27:00 PM
432,432,93,1:28:00 AM
433,433,101,1:28:00 PM
434,434,122,1:29:00 AM
435,435,108,1:29:00 PM
436,436,85,1:30:00 AM
437,437,139,1:30:00 PM
438,438,96,1:31:00 AM
439,439,100,1:31:00 PM
440,440,97,1:32:00 AM
441,441,82,1:32:00 PM
442,442,83,1:33:00 AM
443,443,109,1:33:00 PM
444,444,92,1:34:00 AM
445,445,97,1:34:00 PM
446,446,85,1:35:00 AM
447,447,107,1:35:00 PM
448,448,103,1:36:00 AM
449,449,93,1:36:00 PM
450,450,88,1:37:00 AM
451,451,110,1:37:00 PM
452,452,106,1:38:00 AM
453,453,107,1:38:00 PM
454,454,89,1:39:00 AM
455,455,116,1:39:00 PM
456,456,80,1:40:00 AM
457,457,98,1:40:00 PM
458,458,87,1:41:00 AM
459,459,101,1:41:00 PM
460,460,83,1:42:00 AM
461,461,126,1:42:00 PM
462,462,100,1:43:00 AM
463,463,116,1:43:00 PM
464,464,103,1:44:00 AM
465,465,103,1:44:00 PM
466,466,90,1:45:00 AM
467,467,165,1:45:00 PM
468,468,84,1:46:00 AM
469,469,95,1:46:00 PM
470,470,91,1:47:00 AM
471,471,97,1:47:00 PM
472,472,84,1:48:00 AM
473,473,122,1:48:00 PM
474,474,86,1:49:00 AM
475,475,108,1:49:00 PM
476,476,86,1:50:00 AM
477,477,102,1:50:00 PM
478,478,93,1:51:00 AM
479,479,106,1:51:00 PM
480,480,79,1:52:00 AM
481,481,119,1:52:00 PM
482,482,95,1:53:00 AM
483,483,95,1:53:00 PM
484,484,80,1:54:00 AM
485,485,101,1:54:00 PM
486,486,75,1:55:00 AM
487,487,111,1:55:00 PM
488,488,70,1:56:00 AM
489,489,111,1:56:00 PM
490,490,90,1:57:00 AM
491,491,81,1:57:00 PM
492,492,94,1:58:00 AM
493,493,109,1:58:00 PM
494,494,90,1:59:00 AM
495,495,116,1:59:00 PM
496,496,94,2:00:00 AM
497,497,161,2:00:00 PM
498,498,83,2:01:00 AM
499,499,97,2:01:00 PM
500,500,86,2:02:00 AM
501,501,99,2:02:00 PM
502,502,73,2:03:00 AM
503,503,82,2:03:00 PM
504,504,87,2:04:00 AM
505,505,86,2:04:00 PM
506,506,104,2:05:00 AM
507,507,99,2:05:00 PM
508,508,101,2:06:00 AM
509,509,120,2:06:00 PM
510,510,81,2:07:00 AM
511,511,99,2:07:00 PM
512,512,84,2:08:00 AM
513,513,121,2:08:00 PM
514,514,73,2:09:00 AM
515,515,106,2:09:00 PM
516,516,95,2:10:00 AM
517,517,101,2:10:00 PM
518,518,90,2:11:00 AM
519,519,106,2:11:00 PM
520,520,93,2:12:00 AM
521,521,93,2:12:00 PM
522,522,61,2:13:00 AM
523,523,100,2:13:00 PM
524,524,83,2:14:00 AM
525,525,110,2:14:00 PM
526,526,66,2:15:00 AM
527,527,130,2:15:00 PM
528,528,77,2:16:00 AM
529,529,105,2:16:00 PM
530,530,88,2:17:00 AM
531,531,107,2:17:00 PM
532,532,80,2:18:00 AM
533,533,117,2:18:00 PM
534,534,86,2:19:00 AM
535,535,122,2:19:00 PM
536,536,68,2:20:00 AM
537,537,93,2:20:00 PM
538,538,88,2:21:00 AM
539,539,133,2:21:00 PM
540,540,64,2:22:00 AM
541,541,104,2:22:00 PM
542,542,69,2:23:00 AM
543,543,120,2:23:00 PM
544,544,81,2:24:00 AM
545,545,84,2:24:00 PM
546,546,65,2:25:00 AM
547,547,123,2:25:00 PM
548,548,70,2:26:00 AM
549,549,86,2:26:00 PM
550,550,79,2:27:00 AM
551,551,107,2:27:00 PM
552,552,78,2:28:00 AM
553,553,101,2:28:00 PM
554,554,63,2:29:00 AM
555,555,106,2:29:00 PM
556,556,68,2:30:00 AM
557,557,138,2:30:00 PM
558,558,1,2:30:57 AM
559,559,69,2:31:00 AM
560,560,96,2:31:00 PM
561,561,68,2:32:00 AM
562,562,107,2:32:00 PM
563,563,77,2:33:00 AM
564,564,103,2:33:00 PM
565,565,95,2:34:00 AM
566,566,111,2:34:00 PM
567,567,82,2:35:00 AM
568,568,95,2:35:00 PM
569,569,70,2:36:00 AM
570,570,111,2:36:00 PM
571,571,61,2:37:00 AM
572,572,109,2:37:00 PM
573,573,64,2:38:00 AM
574,574,107,2:38:00 PM
575,575,63,2:39:00 AM
576,576,108,2:39:00 PM
577,577,59,2:40:00 AM
578,578,129,2:40:00 PM
579,579,63,2:41:00 AM
580,580,108,2:41:00 PM
581,581,69,2:42:00 AM
582,582,115,2:42:00 PM
583,583,88,2:43:00 AM
584,584,95,2:43:00 PM
585,585,69,2:44:00 AM
586,586,102,2:44:00 PM
587,587,75,2:45:00 AM
588,588,127,2:45:00 PM
589,589,67,2:46:00 AM
590,590,96,2:46:00 PM
591,591,55,2:47:00 AM
592,592,115,2:47:00 PM
593,593,66,2:48:00 AM
594,594,116,2:48:00 PM
595,595,57,2:49:00 AM
596,596,108,2:49:00 PM
597,597,77,2:50:00 AM
598,598,138,2:50:00 PM
599,599,65,2:51:00 AM
600,600,116,2:51:00 PM
601,601,65,2:52:00 AM
602,602,109,2:52:00 PM
603,603,44,2:53:00 AM
604,604,90,2:53:00 PM
605,605,61,2:54:00 AM
606,606,115,2:54:00 PM
607,607,55,2:55:00 AM
608,608,89,2:55:00 PM
609,609,63,2:56:00 AM
610,610,103,2:56:00 PM
611,611,55,2:57:00 AM
612,612,97,2:57:00 PM
613,613,1,2:57:44 AM
614,614,64,2:58:00 AM
615,615,100,2:58:00 PM
616,616,63,2:59:00 AM
617,617,97,2:59:00 PM
618,618,69,3:00:00 AM
619,619,135,3:00:00 PM
620,620,68,3:01:00 AM
621,621,111,3:01:00 PM
622,622,65,3:02:00 AM
623,623,108,3:02:00 PM
624,624,42,3:03:00 AM
625,625,92,3:03:00 PM
626,626,62,3:04:00 AM
627,627,103,3:04:00 PM
628,628,67,3:05:00 AM
629,629,86,3:05:00 PM
630,630,61,3:06:00 AM
631,631,119,3:06:00 PM
632,632,67,3:07:00 AM
633,633,118,3:07:00 PM
634,634,69,3:08:00 AM
635,635,104,3:08:00 PM
636,636,51,3:09:00 AM
637,637,130,3:09:00 PM
638,638,57,3:10:00 AM
639,639,117,3:10:00 PM
640,640,75,3:11:00 AM
641,641,92,3:11:00 PM
642,642,75,3:12:00 AM
643,643,105,3:12:00 PM
644,644,71,3:13:00 AM
645,645,115,3:13:00 PM
646,646,47,3:14:00 AM
647,647,106,3:14:00 PM
648,648,53,3:15:00 AM
649,649,104,3:15:00 PM
650,650,56,3:16:00 AM
651,651,117,3:16:00 PM
652,652,56,3:17:00 AM
653,653,110,3:17:00 PM
654,654,53,3:18:00 AM
655,655,100,3:18:00 PM
656,656,63,3:19:00 AM
657,657,118,3:19:00 PM
658,658,61,3:20:00 AM
659,659,95,3:20:00 PM
660,660,52,3:21:00 AM
661,661,119,3:21:00 PM
662,662,52,3:22:00 AM
663,663,105,3:22:00 PM
664,664,42,3:23:00 AM
665,665,104,3:23:00 PM
666,666,68,3:24:00 AM
667,667,128,3:24:00 PM
668,668,44,3:25:00 AM
669,669,113,3:25:00 PM
670,670,58,3:26:00 AM
671,671,99,3:26:00 PM
672,672,64,3:27:00 AM
673,673,115,3:27:00 PM
674,674,61,3:28:00 AM
675,675,125,3:28:00 PM
676,676,56,3:29:00 AM
677,677,99,3:29:00 PM
678,678,70,3:30:00 AM
679,679,122,3:30:00 PM
680,680,48,3:31:00 AM
681,681,110,3:31:00 PM
682,682,55,3:32:00 AM
683,683,103,3:32:00 PM
684,684,1,3:32:16 AM
685,685,59,3:33:00 AM
686,686,133,3:33:00 PM
687,687,67,3:34:00 AM
688,688,122,3:34:00 PM
689,689,56,3:35:00 AM
690,690,107,3:35:00 PM
691,691,70,3:36:00 AM
692,692,117,3:36:00 PM
693,693,59,3:37:00 AM
694,694,113,3:37:00 PM
695,695,63,3:38:00 AM
696,696,109,3:38:00 PM
697,697,45,3:39:00 AM
698,698,117,3:39:00 PM
699,699,47,3:40:00 AM
700,700,130,3:40:00 PM
701,701,53,3:41:00 AM
702,702,122,3:41:00 PM
703,703,64,3:42:00 AM
704,704,93,3:42:00 PM
705,705,59,3:43:00 AM
706,706,124,3:43:00 PM
707,707,61,3:44:00 AM
708,708,91,3:44:00 PM
709,709,63,3:45:00 AM
710,710,118,3:45:00 PM
711,711,61,3:46:00 AM
712,712,96,3:46:00 PM
713,713,58,3:47:00 AM
714,714,114,3:47:00 PM
715,715,64,3:48:00 AM
716,716,132,3:48:00 PM
717,717,57,3:49:00 AM
718,718,110,3:49:00 PM
719,719,66,3:50:00 AM
720,720,102,3:50:00 PM
721,721,54,3:51:00 AM
722,722,93,3:51:00 PM
723,723,55,3:52:00 AM
724,724,110,3:52:00 PM
725,725,40,3:53:00 AM
726,726,108,3:53:00 PM
727,727,53,3:54:00 AM
728,728,104,3:54:00 PM
729,729,56,3:55:00 AM
730,730,106,3:55:00 PM
731,731,45,3:56:00 AM
732,732,100,3:56:00 PM
733,733,65,3:57:00 AM
734,734,94,3:57:00 PM
735,735,57,3:58:00 AM
736,736,90,3:58:00 PM
737,737,48,3:59:00 AM
738,738,100,3:59:00 PM
739,739,1,3:59:44 AM
740,740,48,4:00:00 AM
741,741,120,4:00:00 PM
742,742,61,4:01:00 AM
743,743,101,4:01:00 PM
744,744,67,4:02:00 AM
745,745,85,4:02:00 PM
746,746,59,4:03:00 AM
747,747,102,4:03:00 PM
748,748,53,4:04:00 AM
749,749,109,4:04:00 PM
750,750,60,4:05:00 AM
751,751,98,4:05:00 PM
752,752,63,4:06:00 AM
753,753,102,4:06:00 PM
754,754,56,4:07:00 AM
755,755,97,4:07:00 PM
756,756,65,4:08:00 AM
757,757,98,4:08:00 PM
758,758,48,4:09:00 AM
759,759,104,4:09:00 PM
760,760,62,4:10:00 AM
761,761,93,4:10:00 PM
762,762,46,4:11:00 AM
763,763,104,4:11:00 PM
764,764,61,4:12:00 AM
765,765,115,4:12:00 PM
766,766,57,4:13:00 AM
767,767,97,4:13:00 PM
768,768,62,4:14:00 AM
769,769,109,4:14:00 PM
770,770,51,4:15:00 AM
771,771,112,4:15:00 PM
772,772,65,4:16:00 AM
773,773,97,4:16:00 PM
774,774,59,4:17:00 AM
775,775,84,4:17:00 PM
776,776,55,4:18:00 AM
777,777,96,4:18:00 PM
778,778,65,4:19:00 AM
779,779,110,4:19:00 PM
780,780,1,4:19:24 PM
781,781,55,4:20:00 AM
782,782,91,4:20:00 PM
783,783,66,4:21:00 AM
784,784,104,4:21:00 PM
785,785,69,4:22:00 AM
786,786,94,4:22:00 PM
787,787,63,4:23:00 AM
788,788,101,4:23:00 PM
789,789,64,4:24:00 AM
790,790,104,4:24:00 PM
791,791,63,4:25:00 AM
792,792,104,4:25:00 PM
793,793,58,4:26:00 AM
794,794,104,4:26:00 PM
795,795,78,4:27:00 AM
796,796,99,4:27:00 PM
797,797,50,4:28:00 AM
798,798,90,4:28:00 PM
799,799,82,4:29:00 AM
800,800,115,4:29:00 PM
801,801,98,4:30:00 AM
802,802,99,4:30:00 PM
803,803,60,4:31:00 AM
804,804,117,4:31:00 PM
805,805,55,4:32:00 AM
806,806,89,4:32:00 PM
807,807,76,4:33:00 AM
808,808,96,4:33:00 PM
809,809,48,4:34:00 AM
810,810,105,4:34:00 PM
811,811,63,4:35:00 AM
812,812,106,4:35:00 PM
813,813,68,4:36:00 AM
814,814,79,4:36:00 PM
815,815,56,4:37:00 AM
816,816,123,4:37:00 PM
817,817,59,4:38:00 AM
818,818,106,4:38:00 PM
819,819,52,4:39:00 AM
820,820,112,4:39:00 PM
821,821,59,4:40:00 AM
822,822,106,4:40:00 PM
823,823,56,4:41:00 AM
824,824,115,4:41:00 PM
825,825,64,4:42:00 AM
826,826,112,4:42:00 PM
827,827,59,4:43:00 AM
828,828,88,4:43:00 PM
829,829,64,4:44:00 AM
830,830,97,4:44:00 PM
831,831,62,4:45:00 AM
832,832,89,4:45:00 PM
833,833,49,4:46:00 AM
834,834,114,4:46:00 PM
835,835,1,4:46:40 PM
836,836,68,4:47:00 AM
837,837,96,4:47:00 PM
838,838,62,4:48:00 AM
839,839,109,4:48:00 PM
840,840,68,4:49:00 AM
841,841,92,4:49:00 PM
842,842,51,4:50:00 AM
843,843,86,4:50:00 PM
844,844,55,4:51:00 AM
845,845,95,4:51:00 PM
846,846,51,4:52:00 AM
847,847,102,4:52:00 PM
848,848,69,4:53:00 AM
849,849,107,4:53:00 PM
850,850,57,4:54:00 AM
851,851,110,4:54:00 PM
852,852,51,4:55:00 AM
853,853,99,4:55:00 PM
854,854,56,4:56:00 AM
855,855,106,4:56:00 PM
856,856,67,4:57:00 AM
857,857,120,4:57:00 PM
858,858,45,4:58:00 AM
859,859,102,4:58:00 PM
860,860,55,4:59:00 AM
861,861,103,4:59:00 PM
862,862,68,5:00:00 AM
863,863,100,5:00:00 PM
864,864,50,5:01:00 AM
865,865,110,5:01:00 PM
866,866,59,5:02:00 AM
867,867,107,5:02:00 PM
868,868,60,5:03:00 AM
869,869,101,5:03:00 PM
870,870,52,5:04:00 AM
871,871,95,5:04:00 PM
872,872,62,5:05:00 AM
873,873,96,5:05:00 PM
874,874,58,5:06:00 AM
875,875,100,5:06:00 PM
876,876,51,5:07:00 AM
877,877,102,5:07:00 PM
878,878,59,5:08:00 AM
879,879,100,5:08:00 PM
880,880,48,5:09:00 AM
881,881,104,5:09:00 PM
882,882,65,5:10:00 AM
883,883,120,5:10:00 PM
884,884,57,5:11:00 AM
885,885,103,5:11:00 PM
886,886,49,5:12:00 AM
887,887,111,5:12:00 PM
888,888,63,5:13:00 AM
889,889,98,5:13:00 PM
890,890,48,5:14:00 AM
891,891,108,5:14:00 PM
892,892,56,5:15:00 AM
893,893,102,5:15:00 PM
894,894,55,5:16:00 AM
895,895,117,5:16:00 PM
896,896,54,5:17:00 AM
897,897,108,5:17:00 PM
898,898,58,5:18:00 AM
899,899,103,5:18:00 PM
900,900,60,5:19:00 AM
901,901,107,5:19:00 PM
902,902,58,5:20:00 AM
903,903,125,5:20:00 PM
904,904,59,5:21:00 AM
905,905,112,5:21:00 PM
906,906,72,5:22:00 AM
907,907,104,5:22:00 PM
908,908,52,5:23:00 AM
909,909,88,5:23:00 PM
910,910,63,5:24:00 AM
911,911,122,5:24:00 PM
912,912,50,5:25:00 AM
913,913,102,5:25:00 PM
914,914,54,5:26:00 AM
915,915,121,5:26:00 PM
916,916,57,5:27:00 AM
917,917,103,5:27:00 PM
918,918,49,5:28:00 AM
919,919,106,5:28:00 PM
920,920,45,5:29:00 AM
921,921,114,5:29:00 PM
922,922,53,5:30:00 AM
923,923,125,5:30:00 PM
924,924,58,5:31:00 AM
925,925,131,5:31:00 PM
926,926,1,5:31:53 PM
927,927,77,5:32:00 AM
928,928,93,5:32:00 PM
929,929,92,5:33:00 AM
930,930,117,5:33:00 PM
931,931,81,5:34:00 AM
932,932,95,5:34:00 PM
933,933,66,5:35:00 AM
934,934,113,5:35:00 PM
935,935,69,5:36:00 AM
936,936,104,5:36:00 PM
937,937,62,5:37:00 AM
938,938,119,5:37:00 PM
939,939,63,5:38:00 AM
940,940,107,5:38:00 PM
941,941,55,5:39:00 AM
942,942,103,5:39:00 PM
943,943,61,5:40:00 AM
944,944,102,5:40:00 PM
945,945,58,5:41:00 AM
946,946,122,5:41:00 PM
947,947,48,5:42:00 AM
948,948,111,5:42:00 PM
949,949,79,5:43:00 AM
950,950,127,5:43:00 PM
951,951,65,5:44:00 AM
952,952,112,5:44:00 PM
953,953,57,5:45:00 AM
954,954,111,5:45:00 PM
955,955,80,5:46:00 AM
956,956,134,5:46:00 PM
957,957,63,5:47:00 AM
958,958,116,5:47:00 PM
959,959,88,5:48:00 AM
960,960,93,5:48:00 PM
961,961,76,5:49:00 AM
962,962,99,5:49:00 PM
963,963,68,5:50:00 AM
964,964,113,5:50:00 PM
965,965,71,5:51:00 AM
966,966,104,5:51:00 PM
967,967,50,5:52:00 AM
968,968,107,5:52:00 PM
969,969,50,5:53:00 AM
970,970,100,5:53:00 PM
971,971,66,5:54:00 AM
972,972,77,5:54:00 PM
973,973,64,5:55:00 AM
974,974,104,5:55:00 PM
975,975,77,5:56:00 AM
976,976,129,5:56:00 PM
977,977,71,5:57:00 AM
978,978,120,5:57:00 PM
979,979,67,5:58:00 AM
980,980,94,5:58:00 PM
981,981,71,5:59:00 AM
982,982,100,5:59:00 PM
983,983,66,6:00:00 AM
984,984,105,6:00:00 PM
985,985,81,6:01:00 AM
986,986,135,6:01:00 PM
987,987,54,6:02:00 AM
988,988,121,6:02:00 PM
989,989,62,6:03:00 AM
990,990,121,6:03:00 PM
991,991,69,6:04:00 AM
992,992,101,6:04:00 PM
993,993,63,6:05:00 AM
994,994,97,6:05:00 PM
995,995,79,6:06:00 AM
996,996,106,6:06:00 PM
997,997,58,6:07:00 AM
998,998,102,6:07:00 PM
999,999,71,6:08:00 AM
1000,1000,111,6:08:00 PM
1001,1001,86,6:09:00 AM
1002,1002,113,6:09:00 PM
1003,1003,82,6:10:00 AM
